Strasse,Postleitzahl,Ort,Anzahl Zimmer,Flaeche [m2],Preis [CHF]
Farenweg,8038,Zürich,3 ½,89 m²,3380
,8600,Dübendorf,2 ½,88 m²,3370
,8152,Opfikon,4 ½,140 m²,3360
Schulstrasse 181,8105,Regensdorf,5 ½,203 m²,3350
Hohlstr. 511,8048,Zürich,3 ½,119 m²,3349
Opfikonerstrasse 1,8304,Wallisellen,6 ½,210 m²,3310
Binzmühlestr. 48,8050,Zurich,4,60 m²,3308
,8048,zürich,3 ½,86 m²,3300
Stockenstrasse 6,8802,Kilchberg,2 ½,100 m²,3300
Fliederweg 3a,8302,Kloten,4,121 m²,3290
Beckhammer 19,8057,Zürich,4 ½,85 m²,3274
Albulastrasse 42,8048,Zürich,3 ½,100 m²,3249
Widmerstrasse 68,8038,Zürich,3 ½,76 m²,3240
Mühlebergstrasse 16,8910,Affoltern,5,138 m²,3240
Bucheggstrasse 157,8057,Zürich,2 ½,52 m²,3240
Rechweg 14,8600,Dübendorf,2 ½,88 m²,3210
Fritz Fleiner-Weg 9,8044,Zürich,2 ½,72 m²,3210
,8600,Dübendorf,4 ½,98 m²,3210
,8008,zurich,3 ½,83 m²,3200
Triemlistrasse 21,8047,Zürich,4 ½,102 m²,3200
Alte Landstrasse 33,8700,Küsnacht,1 ½,82 m²,3190
Elsastrasse 15,8004,Zurich,2 ½,,3170
Seefeldstrasse 75,8008,Zürich,2 ½,63 m²,3170
,8037,Zürich,3,85 m²,3128
Langgrütstrasse 147,8047,Zürich,2 ½,75 m²,3100
Birmensdorferstrasse 543,8055,Zürich,3 ½,80 m²,3090
Hardstrasse 236/238,8005,Zurich,3,80 m²,3090
Tuchmacherstrasse 72,8041,Zürich,3 ½,100 m²,3080
Seestrasse 47,8810,Horgen,4 ½,111 m²,3063
,8803,Rüschlikon,4 ½,140 m²,3000
Seewadelstrasse 21,8910,Affoltern,4 ½,105 m²,2990
Libellenweg,8048,Zürich,3 ½,75 m²,2990
Rechweg 14,8600,Dübendorf,4 ½,95 m²,2990
Dangelweg 1,8038,Zürich,4 ½,,2985
Am Brunnenbächli 20,8125,Zollikerberg,3 ½,95 m²,2985
Breitensteinstrasse 69,8037,Zürich,2 ½,70 m²,2980
Seefeldstrasse 255,8008,Zürich,1 ½,24 m²,2950
Nordstrasse 290,8037,Zürich,4 ½,70 m²,2950
Anemonenstr. 45,8047,Zürich,3 ½,94 m²,2900
Wiesliacher 97,8053,Zürich,4 ½,130 m²,2875
Im Glockenacker 56,8053,Zürich,4,102 m²,2870
Stockenstrasse 6,8802,Kilchberg,2,65 m²,2850
Seestrasse 79,8700,Küsnacht,3,65 m²,2850
Farman-Strasse 10,8152,Glattpark,3 ½,105 m²,2845
Leuengasse 71 - 83,8142,Uitikon-Waldegg,3 ½,98 m²,8142
Loorenstr. 43,8053,Zürich,4 ½,112 m²,2820
Rautihalde  10,8048,Zürich,3 ½,83 m²,2810
Obstgartenstr. 32,8136,Gattikon,3 ½,88 m²,2790
,8703,Erlenbach,3 ½,,2790
Farman-Strasse 12,8152,Glattpark,2 ½,67 m²,2790
Hängertenstr. 21,8104,Weiningen,5 ½,135 m²,2790
Rautihalde  10,8048,Zürich,3 ½,83 m²,2790
,8037,Zürich,2 ½,62 m²,2770
Hädrichstr. 8,8047,Zürich,3 ½,103 m²,2770
Böndlerstrasse  1a,8802,Rüschlikon,2 ½,100 m²,2750
Stockenstrasse 6,8802,Kilchberg,2,40 m²,2750
Im Ahorn 9,8125,Zollikerberg,4 ½,109 m²,2718
Limmattalstr. 15,8049,Zürich,4 ½,85 m²,2700
,8049,Zürich,4 ½,109 m²,2700
Zürcherstrasse 131,8102,Oberengstringen,4 ½,108 m²,2695
Püntenstrasse 12,8143,Stallikon,4 ½,129 m²,2690
Obstgartenstr. 24,8136,Gattikon,4 ½,113 m²,2680
,8052,Zürich,3 ½,85 m²,2680
Oberdorfstrasse 2,8910,Affoltern,3 ½,91 m²,2670
Wehntalerstrasse 374,8046,Zürich,4 ½,90 m²,2650
Gloriastr. 88,8044,Zürich,3,85 m²,2650
Sädlenweg 10,8055,Zürich,2 ½,60 m²,2645
Zwickystrasse 18,8304,Wallisellen,2 ½,122 m²,2635
Zürichstrasse 62,8134,Adliswil,2 ½,94 m²,2610
Spirackerstrasse 22,8044,Gockhausen,4 ½,132 m²,2605
,8055,Zurich,3,,2600
,8049,Zürich,2 ½,90 m²,2600
Starengasse 5,8052,Zürich,3 ½,75 m²,2590
Giessenstrasse 3,8600,Dübendorf,3 ½,94 m²,2590
Mühlegasse  5,8902,Urdorf,5 ½,110 m²,2580
Bachstrasse 13,8902,Urdorf,3 ½,81 m²,2580
Höflistrasse,8135,Langnau,4 ½,110 m²,2575
Frohburgstrasse,8006,Zürich,2 ½,60 m²,2570
Farman-Strasse 8,8152,Glattpark,3 ½,93 m²,2565
Bachstrasse 13,8902,Urdorf,3 ½,76 m²,2565
Giessenstrasse 1,8600,Dübendorf,3 ½,102 m²,2550
Renggerstrasse 25,8038,Zürich,3 ½,,2550
Bahnhofstrasse 6,8700,Küsnacht,3,70 m²,2550
Ausserdorfstrasse 48,8052,Zürich,3 ½,86 m²,2540
Ahornweg 10,8134,Adliswil,3 ½,102 m²,2510
,8906,Bonstetten,3 ½,94 m²,2500
Bachtobelstrasse 103,8045,Zürich,2 ½,90 m²,2500
Thurgauerstrasse 116,8152,Opfikon,1,33 m²,2500
Thurgauerstrasse 116,8152,Opfikon,1,33 m²,2500
Im Sträler 26,8047,Zürich,3,75 m²,2490
Leuengasse 81,8142,Uitikon-Waldegg,2 ½,86 m²,2490
Leuengasse 73,8142,Uitikon-Waldegg,2 ½,86 m²,2490
Seidenstr. 12,8600,Dübendorf,4 ½,107 m²,2480
Boglerenstr. 22,8700,Küsnacht,2 ½,56 m²,2480
Russenweg 8,8008,Zürich,2 ½,60 m²,2480
Querstrasse 10,8600,Dübendorf,2 ½,104 m²,2480
Goldschlägiplatz 4,8952,Schlieren,4 ½,115 m²,2459
Georg Kempf-Strasse 20,8046,Zürich,4 ½,85 m²,2450
Im Seewadel,8105,Regensdorf,2,62 m²,2420
Rosengartenstrasse,8107,Buchs,2 ½,62 m²,2400
Panoramastrasse 3,8903,Birmensdorf,3 ½,71 m²,2400
Bahnhofstrasse  2,8700,Küsnacht,4,,2400
Stiegweg 14B,8303,Bassersdorf,4 ½,120 m²,2400
Bachstrasse 3,8106,Adlikon,3 ½,100 m²,2393
Oberdorfstrasse 2,8910,Affoltern,2 ½,92 m²,2390
Alte Forchstrasse 19,8126,Zumikon,3 ½,87 m²,2390
Langacherstrasse 16,8103,Unterengstringen,3 ½,103 m²,2385
Obstgartenstrasse,8105,Regensdorf,2,50 m²,2380
Allmendboden 25,8700,Küsnacht,3 ½,77 m²,2380
Riedhofstrasse 49,8049,Zürich,3 ½,77 m²,2360
Wüeristrasse 31B,8107,Buchs,4 ½,118 m²,2360
Am Brunnenbächli 26,8125,Zollikerberg,4 ½,97 m²,2357
Wettswilerstrasse,8903,Birmensdorf,3 ½,78 m²,2350
Wachtstrasse 23,8134,Adliswil,4,95 m²,2350
Birmensdorferstrasse 543,8055,Zürich,2 ½,40 m²,2350
Stehli-Seiden-Areal 10,8912,Obfelden,4 ½,102 m²,2340
Eichwatt 11,8105,Regensdorf,4 ½,110 m²,2330
Etzelstrasse 28,8038,Zurich,2 ½,61 m²,2327
,8046,Zürich,2 ½,79 m²,2308
Wannerstr. 35,8045,Zürich,3 ½,75 m²,2305
Bodenacherstrasse 18,8121,Benglen,4 ½,102 m²,2299
Bodenacherstrasse 16/18,8121,Benglen,4 ½,102 m²,2299
Engenbüelstr. 6,8304,Wallisellen,4 ½,122 m²,2285
,8045,Zürich,2 ½,49 m²,2280
Brunnenwiesenstrasse 8,8305,Dietlikon,4 ½,82 m²,2255
Hofwiesenstrasse 19,8136,Gattikon,3 ½,,2250
Friedheimstrasse 21,8057,Zürich,2 ½,51 m²,2250
Eichwatt 13,8105,Regensdorf,4 ½,111 m²,2250
Zürcherstrasse 64,8952,Schlieren,2,35 m²,2250
Zürcherstrasse 64,8952,Schlieren,2,36 m²,2250
Im Sihlhof 2,8134,Adliswil,1 ½,33 m²,2250
Ackerstrasse 3,8302,Kloten,3 ½,86 m²,2249
Berninastrasse 2,8057,Zürich,3 ½,,2240
Neugutstrasse 16,8152,Glattbrugg,3 ½,95 m²,2230
Moosstrasse 29,8134,Adliswil,2 ½,75 m²,2230
Hochrütistrasse 3,8304,Walllisellen,3 ½,,2230
Glattalstrasse 232,8153,Rümlang,4 ½,130 m²,2230
Haldenstrasse 15,8302,Kloten,4 ½,120 m²,2220
,8302,Kloten,3 ½,90 m²,2210
Rietgrabenstrasse 80,8152,Opfikon,3 ½,80 m²,2200
Alter Zürichweg 14,8952,Schlieren,4 ½,100 m²,2190
Im Baurenacker 17,8902,Urdorf,4,80 m²,2190
Gartenstrasse 9,8102,Oberengstringen,3,70 m²,2170
Bühlwiesenstrasse,8309,Nürensdorf,4 ½,110 m²,2157
Vieristrasse 9,8603,Schwerzenbach,3 ½,92 m²,2153
Bahnhofstrasse 17,8107,Buchs,5,105 m²,2150
Dorfstrasse 93,8706,Meilen,2 ½,75 m²,2150
Dorfstrasse 93,8706,Meilen,2 ½,75 m²,2150
Stationsstrasse 25,8952,Schlieren,4 ½,125 m²,2140
Härdlenstrasse 88-98,8302,Kloten,3 ½,,2140
,8134,Adliswil,3 ½,78 m²,2130
Alte Winterthurerstrasse 48,8309,Nürensdorf,3 ½,98 m²,2125
Eichelackerstr. 23,8106,Adlikon,4 ½,102 m²,2123
Im Langacker 8,8304,Wallisellen,3 ½,,2115
Vortauenstrasse 13,8108,Dällikon,5 ½,103 m²,2110
Im Heumoos 23,8906,Bonstetten,3 ½,91 m²,2105
Stettbacherrain 12,8051,Zürich,5 ½,,2090
Härdlenstrasse 88-98,8302,Kloten,2 ½,,2090
Aeschstrasse,8127,Forch,3 ½,,2070
Winterthurerstr. 344,8057,Zürich,3 ½,80 m²,2066
Bodenacherstrasse 30,8121,Benglen,4 ½,103 m²,2050
Dübendorfstrasse 14,8117,Fällanden,2 ½,43 m²,2050
Stallikonerstr. 105,8903,Landikon,4 ½,94 m²,2050
Bergellerstrasse 32,8049,Zürich,2 ½,61 m²,2050
Leuengasse 71 - 83,8142,Uitikon-Waldegg,2 ½,60 m²,8142
Glatttalstrasse 114,8052,Zürich,3 ½,92 m²,2044
Graswinkelstrasse 37,8302,Kloten,3 ½,85 m²,2030
Im Langacker 17,8304,Wallisellen,3 ½,77 m²,2030
Vortauenstrasse 21,8108,Dällikon,4 ½,89 m²,2024
Im Chlösterli 6,8902,Urdorf,4 ½,90 m²,2020
Huebwiesenstrasse 24,8954,Geroldswil,4 ½,88 m²,2010
Bergstrasse 10,8954,Geroldswil,4 ½,90 m²,2005
Buchzelgstr. 25,8053,Zürich,3,71 m²,2000
Albisstr. 29,8038,Zürich,2 ½,,2000
,8037,Zürich,3 ½,80 m²,2000
Bundentalstrasse 4,8952,Schlieren,3,84 m²,2000
Rietholzstrasse 28,8125,Zollikerberg,2 ½,60 m²,1997
Riedenhaldenstrasse 268,8046,Zürich,3 ½,74 m²,1990
Limmataustrasse 10,8952,Schlieren,3 ½,78 m²,1990
Wehntalerstrasse 457,8046,Zürich,3 ½,82 m²,1990
Neue Winterthurerstrasse 77,8304,Wallisellen,3,,1990
,8134,Adliswil,2 ½,54 m²,1990
Dammweg 7,8134,Adliswil,1 ½,54 m²,1990
Urdorferstrasse,8952,Schlieren,3,,1980
Säntisstrasse 7,8304,Wallisellen,2 ½,60 m²,1970
Uetlirain 4a,8143,Stallikon,3 ½,100 m²,1970
Glanzenbergstrasse 16,8953,Dietikon,4,80 m²,1960
Weinbergstrasse 65,8802,Kilchberg,1 ½,56 m²,1950
Herrengütlistrasse,8304,Wallisellen,2 ½,73 m²,1950
Dübendorferstr 14,8117,Fällanden,2 ½,43 m²,1950
Schulstrasse 23,8153,Rümlang,3 ½,,1950
Zürcherstrasse,8952,Schlieren,2 ½,53 m²,1940
Eichelackerstr. 23,8106,Adlikon,3 ½,84 m²,1931
Dorfstrasse 53,8954,Geroldswil,4,90 m²,1925
Winterthurerstrasse 495,8051,Zürich,2 ½,70 m²,1900
Sentmattstrasse 8,8912,Obfelden,2 ½,64 m²,1900
Chürzistrasse 21,8600,Dübendorf,3,,1891
Gattikonerstrasse 7,8800,Thalwil,2 ½,65 m²,1890
Dübendorfstrasse 14,8117,Fällanden,2 ½,40 m²,1890
Talstr. 12,8125,Zollikerberg,2 ½,58 m²,1890
Sentmattstrasse 4,8912,Obfelden,2 ½,62 m²,1890
Geeringstr. 35,8049,Zürich,3 ½,99 m²,1887
Alte Urdorferstrasse 14,8903,Birmensdorf,2 ½,53 m²,1880
Limmattalstr. 48,8954,Geroldswil,2 ½,64 m²,1880
Strangenstrasse 6,8304,Wallisellen,3,73 m²,1870
Im Tauen 4,8103,Unterengstringen,2 ½,59 m²,1870
Schmittenackerstr. 5,8309,Nürensdorf,4 ½,88 m²,1852
Feldstrasse 45,8902,Urdorf,3 ½,87 m²,1850
Oberdorfstrasse 53,8810,Horgen,2 ½,80 m²,1850
Hohrainlistrasse 1,8302,Kloten,3,,1850
Uetlibergstr. 240,8045,Zürich,2 ½,55 m²,1850
Weiningerstrasse 46,8103,Unterengstringen,3 ½,71 m²,1836
Morgentalstrasse,8038,Zürich,2 ½,,1834
Meisenweg 14,8600,Dübendorf,3 ½,75 m²,1830
Meierwiesenstr. 50,8107,Buchs,4 ½,87 m²,1830
Bachmannweg 41,8046,Zürich,2 ½,71 m²,1830
Isengrundstrasse 4,8134,Adliswil,3,71 m²,1830
Weihermattstrasse 71,8902,Urdorf,3 ½,90 m²,1820
Hungerbergstrasse 33,8046,Zürich,3,60 m²,1811
Schwarzackerstrasse 31,8304,Wallisellen,2,63 m²,1810
Niederweg,8907,Wettswil,1 ½,53 m²,1805
Hörnlistrasse,8108,Dällikon,1 ½,41 m²,1800
Fabrikstrasse 4,8152,Glattbrugg,2 ½,47 m²,1800
Schlierenstrasse 41,8902,Urdorf,3 ½,72 m²,1800
Stettbacherrain 16,8051,Zürich,4 ½,89 m²,1800
Glärnischstrasse 17,8134,Adliswil,3 ½,69 m²,1800
,8700,Küsnacht,3,,1800
Aprikosenstr. 30,8051,Zürich,2 ½,60 m²,1800
Buchholzstrasse,8053,Zurich,3,80 m²,1795
Bernhofstr. 63,8134,Adliswil,3 ½,68 m²,1790
Hofackerstrasse 16,8953,Dietikon,4,79 m²,1790
Seestrasse 14,8810,Horgen,3 ½,,1790
Zürcherstrasse 238,8953,Dietikon,2,65 m²,1790
Lindenstrasse 10,8152,Glattbrugg,3 ½,,1790
Luegislandstr. 169,8051,Zürich,3,66 m²,1790
,8051,Zürich,3 ½,85 m²,1790
Florastrasse 9,8134,Adliswil,3,74 m²,1790
Zielackerstrasse 16,8603,Schwerzenbach,3,65 m²,1790
Wettswilerstrassse 18,8903,Birmensdorf,3 ½,,1781
Altwiesenstr. 91,8051,Zürich,3,64 m²,1773
Birmensdorferstr. 40,8953,Dietikon,3 ½,76 m²,1770
Pflugstrasse 16,8952,Schlieren,3 ½,75 m²,1770
Alte Winterthurerstr.96,8304,Wallisellen,4 ½,,1760
Schönenstrasse 44,8803,Rüschlikon,1 ½,44 m²,1760
Villaweg 5,8912,Obfelden,2 ½,90 m²,1750
Alte Hedingerstrasse 31,8910,Affoltern,3 ½,,1750
Amselweg 15,8302,Kloten,3,66 m²,1750
Riethofstrasse 10c,8152,Glattbrugg,2,52 m²,1740
Alte Landstr. 41,8810,Horgen,3,64 m²,1730
Gartenstrasse 11,8102,Oberengstringen,2 ½,59 m²,1730
Hofwiesenstrasse 5,8305,Dietlikon,2 ½,54 m²,1730
Winterthurerstr. 344,8057,Zürich,2 ½,56 m²,1730
Max Müller-Str. 6,8953,Dietikon,3 ½,71 m²,1715
Schmittenackerstr. 9,8309,Nürensdorf,3 ½,79 m²,1715
Glattalstrasse 232,8153,Rümlang,3 ½,,1714
Sihlweidstrasse 10,8041,Zürich,2 ½,71 m²,1710
Bahnhofstrasse 44,8153,Rümlang,3,71 m²,1704
Alte Dorfstrasse 21,8704,Herrliberg,3,,1700
Blattenstr. 7,8603,Schwerzenbach,2 ½,77 m²,1700
Mühlegasse 1,8152,Opfikon,2 ½,60 m²,1695
Zelgliweg 3,8602,Wangen,2,70 m²,1680
Sentmattstrasse 12,8912,Obfelden,2 ½,63 m²,1680
Schöneggstrasse 147,8953,Dietikon,3 ½,65 m²,1680
Soodstrasse 24,8134,Adliswil,2,,1660
Ludretikonnerstrasse 21,8800,Thalwil,3 ½,50 m²,1651
Auenring 16,8303,Bassersdorf,3,66 m²,1650
Glärnischstr. 15,8134,Adliswil,3 ½,64 m²,1650
Lebernstrasse 9,8123,Ebmatingen,4,,1650
Bachtobelstr. 5,8106,Adlikon,4 ½,107 m²,1630
Museumstrasse 8,8904,Aesch,2 ½,61 m²,1605
,8942,Oberrieden,2 ½,65 m²,1600
Höglerstr. 13,8600,Dübendorf,3,67 m²,1592
Weidstr. 1,8135,Langnau,3 ½,76 m²,1590
Am Balsberg 22,8302,Kloten,3 ½,71 m²,1585
Eichwatt 9,8105,Regensdorf,2 ½,54 m²,1550
Klotenerstrasse 28,8303,Bassersdorf,1,30 m²,1550
Billeterstrasse 15,8044,Zürich,1,28 m²,1530
Chapfstrasse 14,8906,Bonstetten,2 ½,57 m²,1530
Zürcherstr. 32,8952,Schlieren,2,,1515
Püntenstrasse 37,8143,Stallikon,2 ½,69 m²,1500
Lägernstrasse 2,8803,Bassersdorf,2 ½,55 m²,1500
Rosenweg 7,8702,Zollikon,3,67 m²,1474
Tödistrasse 62,8810,Horgen,1,35 m²,1470
Eglistr. 5,8942,Oberrieden,3 ½,78 m²,1460
,8951,Fahrweid,1 ½,36 m²,1450
Chilestieg 15,8153,Rümlang,3,66 m²,1440
Wampflenstrasse,8706,Meilen,1 ½,56 m²,1440
,8306,Brüttisellen,3,60 m²,1430
Ifangstr. 58,8153,Rümlang,3,65 m²,1400
Thesenacher 10,8126,Zumikon,3 ½,75 m²,1400
Alte Gfennstrasse 27,8600,Dübendorf,1 ½,45 m²,1395
Gehrrebenstrasse 8,8908,Hedingen,1 ½,38 m²,1390
Kalktarrenstrasse 8,8952,Schlieren,2 ½,59 m²,1375
Wehntalerstrasse 521,8046,Zürich,2,,1361
Bungert 1,8909,Zwillikon,3,60 m²,1360
Bergstrasse,8107,Buchs,1,25 m²,1350
Seestrasse 671,8706,Meilen,1 ½,30 m²,1350
Schmidbreitenstrasse 13,8153,Rümlang,1 ½,35 m²,1340
Universitätsstrasse 110,8006,Zürich,1,19 m²,1300
Universitätsstrasse 110,8006,Zürich,1,19 m²,1295
Regensdorferstrasse 157,8049,zürich,1 ½,30 m²,1283
Universitätstr. 73,8006,Zürich,1,28 m²,1270
Dorfstrasse 73 a,8912,Obfelden,2,,1205
Zürichstrasse 108,8123,Ebmatingen,1 ½,,1194
,8305,Dietlikon,1 ½,32 m²,1120
Rütistr. 28,8134,Adliswil,1,32 m²,1100
Moosäckerstrasse 72,8105,Regensdorf,1,20 m²,1100
Wallisellerstrasse,8152,opfikon,1 ½,,970
Poststrasse 1,8912,Obfelden,2,48 m²,915
Brunaustrasse 184,8951,Fahrweid,1 ½,,882
Industriestr. 21,8108,Dällikon,2,51 m²,859
Witikonstrasse 12,8118,Pfaffhausen,1,18 m²,850
Neugasse 31,8810,Horgen,1,34 m²,
